President Ellis|Rosalind Price|Ellis appointed Price head of the ATCU
President Ellis|Agent Coulson|Ellis met Coulson to discuss the inhuman situation
President Ellis|Melinda May|Ellis met May when talking to Coulson about the inhuman situation
President Ellis|General Glenn Talbot|Ellis appointed Talbot to head of the ATCU after Rosalind's death
President Ellis|Dimitri Olshenko|Ellis convinced Olshenko that Bobbi and Hunter were not SHIELD agents
Rosalind Price|Gideon Malick|Gideon Malick supposedly worked for Rosalind at the ATCU to find a cure for inhumanism
Rosalind Price|Luther Banks|Banks worked for Price at the ATCU
Rosalind Price|Agent Coulson|Coulson and Price worked together to control the inhuman outbreak
Rosalind Price|Lance Hunter|Hunter and Coulson spoke with Price on a train in DC 
Rosalind Price|Tina Adams|Rosalind met Tina at the hospital where Lincoln used to work
Rosalind Price|Daisy Johnson|When Lash threw Rosalind over a balcony, Daisy caught her with her powers
Rosalind Price|Alphonso Mackenzie|Price met Mack when investigating Lash's killings
Rosalind Price|Dwight Frye|Price questioned Frye about his connections to Lash
Rosalind Price|Officer Stuart|Stuart went to Price's house when it was broken into
Rosalind Price|Lincoln Campbell|Lincoln provided Price and Coulson with intel that led to Lash's capture
Rosalind Price|Andrew Garner|As Lash, Garner threw Rosalind off a balcony
Rosalind Price|Steve Wilson|Steve called Rosalind to inform her of a security breach at the ATCU
Rosalind Price|Leo Fitz|FitzSimmons revealed to Rosalind and SHIELD that Malick was Hydra
Rosalind Price|Jemma Simmons|FitzSimmons revealed to Rosalind and SHIELD that Malick was Hydra
Luther Banks|Joey Gutierrez|Luther tried to kill Joey in the street after his terrigenisis
Luther Banks|Agent Coulson|Banks was with Rosalind when Coulson visited her on a train in DC
Luther Banks|Lance Hunter|Hunter, wearing a bandana, kidnapped Banks to test if he was Lash
Luther Banks|Tina Adams|Banks met Tina at her hospital when investigating Lash's attacks
Luther Banks|Lincoln Campbell|Lincoln was being chased down by an ATCU team led by Banks
Luther Banks|John Donnelly|John told Luther where to find Lincoln
Luther Banks|Alphonso Mackenzie|Mack and Banks were ordered to work together to bring in Lincoln
Luther Banks|Daisy Johnson|Daisy and Banks worked together to take down Lash
Luther Banks|Dwight Frye|Banks arrested Frye for assisting Lash
Luther Banks|Andrew Garner|Banks transported Garner to the ATCU after he was captured
Luther Banks|Giyera|Giyera killed Banks with his own gun
Luther Banks|Steve Wilson|Banks and Wilson worked together at the ATCU
Luther Banks|Bobbi Morse|Banks helped Bobbi and Hunter escape from the ATCU facility
Luther Banks|Melinda May|May flew Banks, Bobbi, and Hunter out of the ATCU facility
Luther Banks|Leo Fitz|Banks met Fitz when he was brought to the Playground
Luther Banks|Jemma Simmons|Banks met Simmons when he was brought to the Playground
Joey Gutierrez|Daisy Johnson|Daisy saved Joey from the ATCU after he went through terrigenisis
Joey Gutierrez|Lance Hunter|Lance saved Joey from the ATCU after he went through terrigenisis
Joey Gutierrez|Alphonso Mackenzie|Mack saved Joey from the ATCU after he went through terrigenisis
Joey Gutierrez|Bobbi Morse|Bobbi welcomed Joey after he was put in the Playground's containment section
Joey Gutierrez|Andrew Garner|Garner assesed Joey's fitness for the secret warriors programme
Joey Gutierrez|Melinda May|May and Joey attacked Hydra's castle together
Joey Gutierrez|Lincoln Campbell|Joey and Lincoln were on the Secret Warriors together
Joey Gutierrez|Giyera|Joey melted the bullets Giyerra fired at Daisy
Joey Gutierrez|Leo Fitz|Joey met Fitz when he returned from Maveth
Joey Gutierrez|Agent Coulson|Joey met Coulson when he returned from Maveth
Joey Gutierrez|Elena 'Yo-Yo' Rodriguez|Joey and Yo-Yo were on the Secret Warriors together
Joey Gutierrez|Victor Ramon|Joey met Victor when investigating weapon thefts in Bogota
Joey Gutierrez|Lucio|Joey melted a pipe into a dagger and killed Lucio with it
Joey Gutierrez|Kevin|Joey had to cancel a date with Kevin when called to retake Zephyr One
Joey Gutierrez|Gideon Malick|Joey met Malick when retaking Zephyr One from Hive-dra
Joey Gutierrez|Jemma Simmons|Joey and Simmons both worked for SHIELD
Yusef Hadad|Leo Fitz|Fitz obtianed a scroll about the kree monolith from Yusef
Tina Adams|Lincoln Campbell|Tina and Lincoln worked together at a hospital
Tina Adams|Daisy Johnson|Tina saw Daisy help fight off Lash
Tina Adams|Alphonso Mackenzie|Tina saw Mack help fight off Lash
Tina Adams|Andrew Garner|Tina saw Lash attack Lincoln in the hospital she worked at
Elliot Randolph|Agent Coulson|Coulson visited Randolph to ask about the kree portal
Elliot Randolph|Bobbi Morse|Morse visited Randolph to get his help with the kree monolith
Elliot Randolph|Leo Fitz|Fitz visited Randolph to get him to help with the kree monolith
Elliot Randolph|Daisy Johnson|Randolph was present when Daisy activiated the kree monolith
Elliot Randolph|Jemma Simmons|Randolph was present when Simmons was brought back from Maveth
William May|Lian May|William and Lian used to be married
William May|Melinda May|William is Agent May's father
William May|Andrew Garner|Andrew was Williams son-in-law
Lord Thornally|Lord Manzini|Thornally and Manzini were both Hydra members in the 1800's
Lord Manzini|Hive|Manzini was sent as a sacrifice to Hive, becoming his host for some time in the 1800's
Werner von Strucker|Wolfgang von Strucker|Werner is Wolfgang's son
Werner von Strucker|Grant Ward|Ward captured Werner and recruited him into his hydra faction
Werner von Strucker|Kebo|Kebo tortured Strucker to get access to his bank accounts
Werner von Strucker|Andrew Garner|Strucker was sent to take out Garner, not realising he was Lash
Werner von Strucker|Gideon Malick|Strucker went to Malick for help when he failed to kill Andrew Garner
Werner von Strucker|Melinda May|Strucker was rescued from Hydra by May and Bobbi
Werner von Strucker|Bobbi Morse|Bobbi and May rescued Strucker from Hydra
Werner von Strucker|Agent Coulson|Coulson put Strucker in the memory machine to get contact information for Malick
Werner von Strucker|Lincoln Campbell|Lincoln used his powers to stimulate Struckers mind so he could be questioned
Werner von Strucker|Leo Fitz|Fitz put Strucker in the memory retrieval machine
Werner von Strucker|Jemma Simmons|Simmons kept Strucker alive during his questioning at SHIELD
Andrew Garner|Melinda May|Garner and May went to Maui to try and fix their relationship
Andrew Garner|Agent Coulson|Garner worked for Coulson assessing new recruits
Andrew Garner|Dwight Frye|Garner had Frye locate inhumans for him to kill as Lash
Andrew Garner|Lincoln Campbell|Garner as Lash tried to kill Lincoln at his hospital
Andrew Garner|Daisy Johnson|Lash saved Daisy from Hive's control
Andrew Garner|Alphonso Mackenzie|Lash made Mack think about getting a Shotgun-Axe for the first time
Andrew Garner|Jemma Simmons|Garner assessed Simmons mental state after her time on Maveth
Andrew Garner|Shane Henson|Lash killed the inhuman Shane Henson
Andrew Garner|Lori Henson|Lash killed the inhuman Lori Henson
Andrew Garner|Alisha Whitley|Garner killed one of Alisha's duplicates
Andrew Garner|Gideon Malick|Malick took Garner from the ATCU to join an inhuman army for Hive
Andrew Garner|Grant Ward|Ward gassed Garner to try and bring out Lash for Hydra
Andrew Garner|General Glenn Talbot|Talbot visited Lash when inspecting SHIELD's facilities
Andrew Garner|Hive|Garner, as Lash fought against, and severely wounded Hive
Andrew Garner|JT 'Hellfire' James|Hellfire killed Lash with a chain through the heart
Andrew Garner|Pete Boggs|Lash killed Boggs, who had been turned into a Primitive, when going after Hive
Andrew Garner|Watchdog Jackson|Lash killed Jackson, who had been turned into a Primitive, when going after Hive
Kebo|Carmine|Kebo and Ward questioned Carmine to get the location of Werner von Strucker
Kebo|Grant Ward|Kebo was the second in command of Ward's Hydra faction
Kebo|Spud|Spud told Kebo about a new Hydra recruit, who was actually an undercover Lance Hunter
Kebo|Lance Hunter|Hunter infiltrated Hydra and met Kebo when trying to get to Ward
Kebo|Melinda May|May and Hunter infiltrated Hydra and met Kebo when trying to get to Ward
Kebo|Gideon Malick|Malick had Kebo put him in contact with Ward
Kebo|Bobbi Morse|Bobbi electrocuted Kebo in a pool using her electric batons
Carmine|Wolfgang von Strucker|Carmine used to work for von Strucker in Hydra
Carmine|Werner von Strucker|Carmine knew Werner through his father
Carmine|Grant Ward|Ward questioned Carmine to find where Werner von Strucker was
Spud|Lance Hunter|Hunter had to kill Spud in a fight club to infiltrate Hydra
Spud|Melinda May|May met Spud when infiltrating Hydra with Lance Hunter
John Donnelly|Lincoln Campbell|John and Lincoln were old friends, until John informed the ATCU of Lincoln's location
Private Brown|Lincoln Campbell|Brown attempted to arrest the wanted Lincoln on a bus
Dwight Frye|Daisy Johnson|Daisy arrested Frye for assisting Lash
Dwight Frye|Alphonso Mackenzie|Mack arrested Frye fro assisting Lash
Dwight Frye|Agent Coulson|Coulson questioned Frye after his arrest
Lori Henson|Shane Henson|Lori and Shane were married
