Peggy Carter|Edwin Jarvis|Peggy and Jarvis work together to restore Howard's name
Peggy Carter|Jack Thompson|Peggy and Thompson worked together at the SSR
Peggy Carter|Daniel Sousa|Peggy and Daniel worked together at the SSR
Peggy Carter|Roger Dooley|Dooley was Peggy's boss at the SSR
Edwin Jarvis|Jack Thompson|Thompson interviewed Jarvis at the SSR
Edwin Jarvis|Daniel Sousa|Sousa brought Jarvis to the SSR for questioning
Edwin Jarvis|Roger Dooley|Jarvis tried to save Dooley from Stark's faulty heating vest
Jack Thompson|Daniel Sousa|Thompson and Sousa worked at the SSR together
Jack Thompson|Roger Dooley|Dooley was Thompson's boss at the SSR
Daniel Sousa|Roger Dooley|Dooley was Sousa's boss at the SSR
Howard Stark|Peggy Carter|Peggy was secretly working to help Howard
Howard Stark|Dottie Underwood|Stark shared a weekend with Dottie, who was going as 'Ida Emke'
Howard Stark|Hugh Jones|Howard and Hugh were business rivals
Howard Stark|Senator Webster|Webster accused Stark of being a traitor following the theft of his inventions
Howard Stark|Edwin Jarvis|Howard employed Jarvis as his butler
Howard Stark|Otto Mink|Stark paid Mink to smuggle him back into the USA
Howard Stark|Lorraine (Griffith)|Stark 'hid' in Lorraine's room at the Griffith
Howard Stark|Helen (Griffith)|Stark 'hid' in Helen's room at the Griffith
Howard Stark|Daniel Sousa|Stark met Sousa when he surrendered to the SSR
Howard Stark|Jack Thompson|Thompson questione Stark after he surrendered to the SSR
Howard Stark|General John McGinnis|Stark attacked, and was beaten up by, General McGinnis after he stole and used 'Midnight Oil' from Stark
Howard Stark|Doctor Johann Fennhoff|Fennhoff hypnotised Stark to gas New York
Howard Stark|Officer Pike|Pike was hypnotised to bring Howard to Fennhoff
Howard Stark|Albert the jeweler|Albert designed bracelets for Howard to give to women
Howard Stark|Josephine|Josephine was one of Howard Stark's lovers
Howard Stark|Thelma Crawford|Thelma was one of Howard Stark's lovers
Howard Stark|Edith Oberon|Edith was one of Howard Stark's lovers
Angie Martinelli|Peggy Carter|Peggy and Angie were good friends
Angie Martinelli|Miriam Fry|Miriam was Angie's landlady
Angie Martinelli|Carol (Griffith)|Carol and Angie both lived at the Griffith Hotel
Angie Martinelli|Molly Bowden|Angie and Molly both lived at the Griffith Hotel
Angie Martinelli|Gloria (Griffith)|Angie and Gloria both lived at the Griffith Hotel
Angie Martinelli|Dottie Underwood|Angie and Dottie both lived at the Griffith Hotel
Angie Martinelli|Jack Thompson|Jack met Angie when searching for Peggy at the Griffith
Angie Martinelli|Daniel Sousa|Sousa met Angie when searching for Peggy at the Griffith
Angie Martinelli|Edwin Jarvis|Jarvis showed Angie to the Stark residence that had been gifted to Peggy
Angie Martinelli|Mary (Griffith)|Mary and Angie both lived at the Griffith Hotel
Angie Martinelli|Evelyn (Griffith)|Angie and Evelyn both lived at the Griffith Hotel
Angie Martinelli|Sarah (Griffith)|Angie and Sarah both lived at the Griffith Hotel
Ray Krzeminski|Peggy Carter|Peggy and Ray worked together at the SSR
Ray Krzeminski|Daniel Sousa|Ray and Daniel worked together at the SSR
Ray Krzeminski|Roger Dooley|Dooley was Ray's boss at the SSR
Ray Krzeminski|Jack Thompson|Ray and Jack worked together at the SSR
Ray Krzeminski|Agent Yauch|Yauch and Krzeminski worked together at the SSR
Ray Krzeminski|Butch Wallace|Ray and Butch worked together at the SSR
Ray Krzeminski|Jerome Zandow|Ray and Sousa found Jerome with a cache of stolen Stark weapons
Ray Krzeminski|Dottie Underwood|Dottie killed Krzeminski
Leet Brannis|Peggy Carter|Brannis turned on Leviathan and helped Peggy's investigation until he was killed
Leet Brannis|Sasha Demidov|Leet and Sasha used to work together for Leviathan
Leet Brannis|Jerome Zandow|Leet hired Jerome to guard his stolen Stark technology
Leet Brannis|Spider Raymond|Brannis sold Raymond the formula for nitramene
Leet Brannis|Miles Van Ert|Brannis and Van Ert produced nitramene at the Roxxon Oil refinery
Leet Brannis|Sheldon McFee|McFee let Brannis use his milk truck
Leet Brannis|Edwin Jarvis|Jarvis was with Peggy when she met Brannis
Sasha Demidov|Peggy Carter|Peggy killed Demidov after he tried to reobtain the the nitramene from her
Sasha Demidov|Spider Raymond|Demidov killed Raymond for losing a nitramene bomb to Peggy
Sasha Demidov|Colleen O'Brien|Demidov killed Colleen
Sasha Demidov|Gino DeLucia|Demidov killed DeLucia for information about Leet Brannis
Sasha Demidov|Edwin Jarvis|Demidov tried to kill Jarvis along with Peggy and Leet Brannis
Colleen O'Brien|Peggy Carter|Colleen was Peggy's roommate
Miles Van Ert|Hugh Jones|Jones was Van Ert's boss at Roxxon
Miles Van Ert|Jack Thompson|Thompson scanned Van Ert for vita radiation
Miles Van Ert|Peggy Carter|Carter saw Van Ert at the Roxxon refinery before it imploded
Miles Van Ert|Roger Dooley|Van Ert turned down a deal offered by Dooley
Spider Raymond|Peggy Carter|Carter stole a nitramene bomb from Raymond
Spider Raymond|Gino DeLucia|Raymond tried to sell nitramene to DeLucia
Rose Roberts|Peggy Carter|Rose and Peggy both worked at the SSR
Rose Roberts|Edwin Jarvis|Jarvis spoke to Rose when trying to give the SSR a fake confession from Howard Stark
Anton Vanko|Peggy Carter|Peggy consulted Vanko about nitramene
Anton Vanko|Edwin Jarvis|Jarvis consulted Vanko about nitramene
Agent Yauch|Roger Dooley|Dooley was Yauch's boss at the SSR
Agent Yauch|Jack Thompson|Yauch and Thompson worked together at the SSR
Agent Yauch|Butch Wallace|Yauch and Wallace worked together at the SSR
Agent Yauch|Peggy Carter|Carter and Yauch worked together at the SSR
Agent Yauch|Doctor Johann Fennhoff|Fennhoff hypnotised Yauch to assist him and then commit suicide
Agent Yauch|Daniel Sousa|Sousa and Yauch worked together at the SSR
Ana Jarvis|Edwin Jarvis|Edwin and Ana are married
Hugh Jones|Roger Dooley|Dooley met with Jones when investigating the Roxxon refinery implosion
Hugh Jones|Jack Thompson|Thompson met with Jones when investigating the Roxxon refinery implosion
Hugh Jones|Winston the butler|Winston is Hugh Jone's butler
